,begins,ends,R,theta,X,Y,Z,phi,Bz,Mach,Pressure
0,2007-08-02 01:11:00,2007-08-02 03:11:00,13.81210632824765,0.28730115190069433,13.246121652921042,1.1123153949777285,-3.7426406582196563,5.001275628221455,0.2836363613605499,180.9967498779297,18.349750518798828
1,2007-08-02 05:49:00,2007-08-02 07:49:00,11.114494377075024,0.3749166288970147,10.34399573802948,2.8755890468756355,-2.8557104786237084,5.501255552378009,495.2438659667969,150.7198486328125,15.52867317199707
2,2007-08-02 18:51:00,2007-08-02 20:51:00,11.162473891511528,0.4908193529708988,9.847376314798991,-4.330026133855184,-2.9617865641911827,3.741507117093892,331.2536926269531,101.50497436523438,9.641571044921875
3,2007-08-03 13:04:00,2007-08-03 15:04:00,11.104568391875567,0.3620450145976239,10.38614511489868,2.6810160557428997,-2.8533376534779866,5.4666604845831195,-1.0632230043411255,79.01407623291016,7.691986560821533
4,2007-08-04 08:33:00,2007-08-04 10:33:00,14.37233280236827,0.33528848326363353,13.571768331527707,-2.554546932379405,-3.9725056370099376,4.140910209555932,0.09347106516361237,136.23802185058594,12.847352981567383
5,2007-08-04 17:08:00,2007-08-04 19:08:00,13.294552370852234,0.28669361573160274,12.7521622578303,1.1199599529306097,-3.5773190140724185,5.015795264861952,3554.300048828125,544.9608154296875,52.32663345336914
6,2007-08-05 09:36:00,2007-08-05 11:36:00,11.176820586372434,0.5239172179572961,9.680668266614278,-4.714700289567311,-2.978060537576676,3.704962752879188,827.5402221679688,254.24720764160156,22.67769432067871
7,2007-08-06 02:40:00,2007-08-06 04:40:00,11.930401423883145,0.3110825353946213,11.358615735860967,1.8474757827245272,-3.1291348108878503,5.245727949509075,825.652099609375,298.3587646484375,28.229162216186523
8,2007-08-06 14:32:00,2007-08-06 16:32:00,8.831139764235289,0.6731513573022907,6.917028899987536,-4.998780635992684,-2.231470878918965,3.5614513230777534,81.13006591796875,123.41407775878906,14.847685813903809
9,2007-08-07 12:39:00,2007-08-07 14:39:00,9.624238851580287,0.3812935108413328,8.936078063646953,2.6428292036056518,-2.3749039649963377,5.551132157812135,0.39140501618385315,112.82232666015625,13.067355155944824
